Institution Name,Year,Number of Patent-Cited Articles,Number of Non-Patent-Cited Articles,Total Number of Unique Patent Family Citations,Patent Impact Factor,NIH Funding,Institution Type
Loma Linda University,2007,25,150,72,0.024320458,10244825,Education
Loma Linda University,2006,30,149,153,0.069464544,11197103,Education
Loma Linda University,2003,23,172,76,0.034482759,12574273,Education
Long Island University,2010,4,42,14,0.016216216,580179,Education
Long Island University,2013,3,39,6,0.019704433,944189,Education
Long Island University,2012,2,56,2,0.011049724,723045,Education
Long Island University,2002,5,27,12,0.05,1591496,Education
Long Island University,2008,3,33,9,0.053191489,544084,Education
Long Island University,2009,8,45,15,0.033149171,131665,Education
Long Island University,2004,2,40,5,0.03539823,2297292,Education
Long Island University,2001,6,26,26,0.098901099,1827246,Education
Long Island University,2003,2,18,8,0.01754386,2559787,Education
Long Island University,2007,7,31,28,0.017647059,1739373,Education
Long Island University,2006,6,52,24,0.0625,2635807,Education
Long Island University,2000,7,22,64,0.053333333,1139018,Education
Long Island University,2011,4,42,11,0.01734104,703841,Education
Long Island University,2005,7,42,16,0.023622047,1794531,Education
Los Angeles Biomedical Research Institute,2006,17,45,50,0.204081633,21976873,Nonprofit
Los Angeles Biomedical Research Institute,2011,9,86,24,0.028735632,7324749,Nonprofit
Los Angeles Biomedical Research Institute,2008,18,53,63,0.096774194,19292048,Nonprofit
Los Angeles Biomedical Research Institute,2012,17,84,54,0.053908356,6226221,Nonprofit
Los Angeles Biomedical Research Institute,2014,9,80,17,0.030456853,6941982,Nonprofit
Los Angeles Biomedical Research Institute,2013,7,75,13,0.0225,5156850,Nonprofit
Los Angeles Biomedical Research Institute,2010,21,89,67,0.06,15491001,Nonprofit
Los Angeles Biomedical Research Institute,2015,3,67,6,0.007874016,6999519,Nonprofit
Los Angeles Biomedical Research Institute,2005,12,31,32,0.8,22028853,Nonprofit
Los Angeles Biomedical Research Institute,2007,13,59,64,0.063063063,16819805,Nonprofit
Los Angeles Biomedical Research Institute,2009,23,68,62,0.090909091,16734547,Nonprofit
Louisiana State University System,2008,134,709,489,0.037985369,73404584,Education
Louisiana State University System,2010,121,885,390,0.045350172,71500516,Education
Louisiana State University System,2001,107,713,489,0.02191294,41371995,Education
Louisiana State University System,2012,86,935,182,0.027727856,91731867,Education
Louisiana State University System,2002,140,659,528,0.03914178,48965284,Education
Louisiana State University System,2004,169,740,682,0.040822408,71473224,Education
Louisiana State University System,2015,37,876,59,0.013190034,52433495,Education
Louisiana State University System,2005,159,790,735,0.046888823,86925116,Education
Louisiana State University System,2013,74,893,169,0.027920647,61723010,Education
Louisiana State University System,2003,136,699,723,0.045535186,62672880,Education
Louisiana State University System,2007,142,643,764,0.056033287,76391575,Education
Louisiana State University System,2014,40,870,83,0.014780712,53436034,Education
Louisiana State University System,2000,140,731,731,0.039477774,39764755,Education
Louisiana State University System,2006,138,753,575,0.039204545,87132582,Education
Louisiana State University System,2011,129,934,326,0.0427303,73041298,Education
Louisiana State University System,2009,123,819,368,0.039541547,68923548,Education
Lovelace Respiratory Research Institute,2010,4,30,10,0.039473684,9716821,Nonprofit
Lovelace Respiratory Research Institute,2004,5,28,12,0.052631579,7501283,Nonprofit
Lovelace Respiratory Research Institute,2008,8,33,11,0.04109589,24997169,Nonprofit
Lovelace Respiratory Research Institute,2001,6,17,15,0.010416667,2468868,Nonprofit
Lovelace Respiratory Research Institute,2002,7,15,20,0.019607843,3691581,Nonprofit
Lovelace Respiratory Research Institute,2007,8,40,14,0.05785124,27086075,Nonprofit
Lovelace Respiratory Research Institute,2003,4,19,19,0.033333333,6357656,Nonprofit
Lovelace Respiratory Research Institute,2000,7,18,75,0.166666667,1864527,Nonprofit
Lovelace Respiratory Research Institute,2011,7,33,12,0.051282051,5714376,Nonprofit
Lovelace Respiratory Research Institute,2012,2,26,2,0.013513514,12581386,Nonprofit
Lovelace Respiratory Research Institute,2009,7,26,24,0.025974026,25073736,Nonprofit
Lovelace Respiratory Research Institute,2005,5,30,14,0.048543689,15759766,Nonprofit
Lovelace Respiratory Research Institute,2013,1,15,1,0.007407407,7620749,Nonprofit
Lovelace Respiratory Research Institute,2006,3,27,20,0.034782609,18185918,Nonprofit
Loyola University Chicago,2002,57,337,293,0.035265989,24935080,Education
Loyola University Chicago,2003,63,345,227,0.035481963,25727487,Education
Loyola University Chicago,2015,11,397,23,0.011635423,21242058,Education
Loyola University Chicago,2010,24,325,60,0.014218009,16197928,Education
Loyola University Chicago,2012,24,318,62,0.017029973,20631248,Education
Loyola University Chicago,2006,40,329,168,0.025445293,23107318,Education
Loyola University Chicago,2007,47,301,227,0.032258065,19412902,Education
Loyola University Chicago,2011,27,336,100,0.014442916,17783648,Education
Loyola University Chicago,2008,37,357,92,0.029431438,17024445,Education
Loyola University Chicago,2001,69,369,359,0.039095907,26916678,Education
Loyola University Chicago,2004,46,324,334,0.03880597,24460553,Education
Loyola University Chicago,2013,15,398,44,0.016208598,19787714,Education
Loyola University Chicago,2014,13,362,25,0.011394102,19993347,Education
Loyola University Chicago,2009,28,322,56,0.021066491,18284313,Education
Loyola University Chicago,2000,60,371,356,0.043695381,24714270,Education
Loyola University Chicago,2005,36,359,254,0.03279703,23936661,Education
Lurie Children's Hospital,2014,3,52,6,0.037735849,7630371,Healthcare
Lurie Children's Hospital,2013,5,79,11,0.3,9866503,Healthcare
Lurie Children's Hospital,2015,2,61,5,0.024096386,6891072,Healthcare
Magee-Womens Research Institute,2010,2,3,2,0.181818182,19030327,Facility
Magee-Womens Research Institute,2003,1,4,3,0.083333333,11734690,Facility
Magee-Womens Research Institute,2011,3,4,8,0.357142857,34147011,Facility
Magee-Womens Research Institute,2009,1,3,2,0.083333333,28432324,Facility
Magee-Womens Research Institute,2008,1,4,5,0.181818182,31631142,Facility
Magee-Womens Research Institute,2013,1,2,2,0.105263158,21982346,Facility
Magee-Womens Research Institute,2001,2,1,20,0.4,6756222,Facility
MaineHealth,2015,3,17,3,0.026785714,9049796,Healthcare
MaineHealth,2006,10,13,78,0.388888889,7395091,Healthcare
MaineHealth,2012,5,25,22,0.108108108,9255144,Healthcare
MaineHealth,2011,7,20,23,0.08,9974560,Healthcare
MaineHealth,2008,5,17,14,0.13559322,9084076,Healthcare
MaineHealth,2010,10,29,28,0.119047619,6715891,Healthcare
MaineHealth,2000,6,2,20,0.12,3702561,Healthcare
MaineHealth,2007,6,10,42,0.267857143,7736793,Healthcare
MaineHealth,2009,6,17,36,0.130434783,8864126,Healthcare
MaineHealth,2003,6,6,13,0.15625,8394874,Healthcare
MaineHealth,2005,4,4,24,0.170731707,7101774,Healthcare
MaineHealth,2004,4,8,12,0.108108108,8666674,Healthcare
MaineHealth,2001,7,6,24,0.24,3843423,Healthcare
MaineHealth,2013,2,23,4,0.016806723,6393814,Healthcare
Marine Biological Laboratory,2003,4,27,46,0.190184049,4581760,Nonprofit
Marine Biological Laboratory,2006,4,27,104,0.167938931,5913490,Nonprofit
Marine Biological Laboratory,2000,8,30,33,0.046511628,3253843,Nonprofit
Marine Biological Laboratory,2011,2,17,10,0.061403509,5191549,Nonprofit
Marine Biological Laboratory,2002,4,40,11,0.025477707,4253943,Nonprofit
Marine Biological Laboratory,2008,5,19,38,0.058823529,4930114,Nonprofit
Marine Biological Laboratory,2007,6,25,71,0.144067797,5123739,Nonprofit
Marine Biological Laboratory,2009,5,26,7,0.025210084,5396399,Nonprofit
Marine Biological Laboratory,2013,3,36,6,0.018691589,5829819,Nonprofit
Marine Biological Laboratory,2015,2,35,12,0.092436975,5865408,Nonprofit
Marine Biological Laboratory,2010,2,23,6,0.016666667,4932664,Nonprofit
Marquette University,2000,13,49,46,0.038793103,1673938,Education
Marquette University,2012,5,109,11,0.006072874,3587436,Education
Marquette University,2011,7,123,9,0.012684989,2750861,Education
Marquette University,2005,10,72,24,0.007017544,3800487,Education
Marquette University,2003,5,70,8,0.004098361,2648150,Education
Marquette University,2007,11,98,31,0.026946108,3453406,Education
Marquette University,2004,9,78,12,0.007692308,3126756,Education
Marquette University,2009,12,113,38,0.029411765,1889303,Education
Marquette University,2013,6,121,9,0.01039501,2791393,Education
Marquette University,2015,4,114,4,0.008247423,5803919,Education
Marquette University,2010,8,103,15,0.017738359,3281067,Education
Marquette University,2002,6,56,17,0.016666667,2326351,Education
Marquette University,2006,17,73,45,0.019543974,3545289,Education
Marquette University,2008,15,109,28,0.029891304,2948412,Education
Marquette University,2014,5,107,7,0.016563147,5562108,Education
Marquette University,2001,11,49,27,0.025531915,1408066,Education
Marshall University,2012,5,52,10,0.019138756,4257183,Education
Marshall University,2007,5,32,19,0.039370079,5826541,Education
Marshall University,2000,5,30,15,0.025641026,1117619,Education
Marshall University,2009,4,42,6,0.022058824,4364099,Education
Marshall University,2002,3,28,9,0.008264463,2644180,Education
Marshall University,2001,2,28,28,0.016,2678303,Education
Marshall University,2004,4,30,16,0.032786885,5641169,Education
Marshall University,2015,5,53,13,0.031358885,4134916,Education
Marshall University,2013,5,76,8,0.021367521,4065382,Education
Marshall University,2003,1,25,2,0.008130081,2902280,Education
Marshall University,2010,5,57,17,0.067114094,5012344,Education
Marshall University,2011,6,63,7,0.028248588,3930353,Education
Marshall University,2005,4,29,7,0.008264463,5648668,Education
Marshall University,2014,2,72,2,0.014814815,5213707,Education
Marshall University,2008,4,28,18,0.028985507,5792000,Education
Massachusetts Eye and Ear Infirmary,2002,24,121,180,0.05942623,12352802,Healthcare
Massachusetts Eye and Ear Infirmary,2012,25,136,101,0.060064935,21950002,Healthcare
Massachusetts Eye and Ear Infirmary,2013,24,158,72,0.054711246,20413920,Healthcare
Massachusetts Eye and Ear Infirmary,2000,25,111,174,0.044776119,8934671,Healthcare
Massachusetts Eye and Ear Infirmary,2015,10,184,32,0.051034483,20663625,Healthcare
Massachusetts Eye and Ear Infirmary,2014,14,187,37,0.024425287,22501271,Healthcare
Massachusetts Eye and Ear Infirmary,2005,19,104,80,0.023255814,16188865,Healthcare
Massachusetts Eye and Ear Infirmary,2003,35,78,269,0.103578154,15382303,Healthcare
Massachusetts Eye and Ear Infirmary,2010,21,154,85,0.040219378,17194010,Healthcare
Massachusetts Eye and Ear Infirmary,2006,24,122,107,0.031496063,13228388,Healthcare
Massachusetts Eye and Ear Infirmary,2007,16,112,224,0.094117647,13627034,Healthcare
Massachusetts Eye and Ear Infirmary,2004,26,98,161,0.073863636,16698416,Healthcare
Massachusetts Eye and Ear Infirmary,2008,23,96,164,0.064885496,15232176,Healthcare
Massachusetts Eye and Ear Infirmary,2011,26,138,67,0.046712803,19828336,Healthcare
Massachusetts Eye and Ear Infirmary,2009,17,130,36,0.025,14119043,Healthcare
Massachusetts Eye and Ear Infirmary,2001,22,108,109,0.034115139,10901342,Healthcare
Massachusetts Institute of Technology,2001,270,390,5227,0.393466602,171454255,Education
Massachusetts Institute of Technology,2010,401,629,3045,0.326366559,137926105,Education
Massachusetts Institute of Technology,2009,368,610,3623,0.322635135,161561056,Education
Massachusetts Institute of Technology,2002,304,393,5687,0.464174455,177556275,Education
Massachusetts Institute of Technology,2005,349,455,3500,0.309548793,207135064,Education
Massachusetts Institute of Technology,2012,398,789,2188,0.30373605,121574282,Education
Massachusetts Institute of Technology,2003,288,393,4188,0.344216042,195069594,Education
Massachusetts Institute of Technology,2013,340,774,2572,0.327389118,113705423,Education
Massachusetts Institute of Technology,2006,366,518,3689,0.315912117,203268292,Education
Massachusetts Institute of Technology,2000,254,323,3733,0.329692155,156520382,Education
Massachusetts Institute of Technology,2011,406,753,2561,0.288292935,124897944,Education
Massachusetts Institute of Technology,2007,403,514,4826,0.457536822,214151439,Education
Massachusetts Institute of Technology,2008,409,525,4696,0.421313869,229557110,Education
Massachusetts Institute of Technology,2004,332,469,5102,0.386900228,203816132,Education
Massachusetts Institute of Technology,2014,299,750,1821,0.271840355,122047742,Education
Massachusetts Institute of Technology,2015,190,850,744,0.129308452,119335447,Education
Mayo Clinic,2014,189,2830,463,0.025472216,229249728,Healthcare
Mayo Clinic,2004,443,1812,2436,0.063861023,181357248,Healthcare
Mayo Clinic,2015,138,2993,270,0.020634198,241135017,Healthcare
Mayo Clinic,2009,427,2347,1821,0.05923953,189404082,Healthcare
Mayo Clinic,2013,226,3015,702,0.033752156,211314698,Healthcare
Mayo Clinic,2012,269,2880,1072,0.043791946,223604322,Healthcare
Mayo Clinic,2000,379,1470,3197,0.073783359,99097101,Healthcare
Mayo Clinic,2001,384,1578,2779,0.075279906,119487828,Healthcare
Mayo Clinic,2011,301,2797,1332,0.044728435,208913367,Healthcare
Mayo Clinic,2007,450,2329,2487,0.06463642,187642293,Healthcare
Mayo Clinic,2006,458,2171,2220,0.051862433,187777832,Healthcare
Mayo Clinic,2010,408,2562,1428,0.048497816,197792276,Healthcare
Mayo Clinic,2005,440,2037,2183,0.053931275,179615426,Healthcare
Mayo Clinic,2002,429,1649,3103,0.065160128,139087686,Healthcare
Mayo Clinic,2003,438,1795,2716,0.067949725,158491176,Healthcare
Mayo Clinic,2008,426,2480,1890,0.057251908,183968732,Healthcare
Medical College of Wisconsin,2002,85,440,492,0.034096217,79413022,Education
Medical College of Wisconsin,2009,83,512,440,0.052587646,93026740,Education
Medical College of Wisconsin,2000,85,453,340,0.020692758,66218575,Education
Medical College of Wisconsin,2008,82,540,330,0.036666667,91251292,Education
Medical College of Wisconsin,2007,75,487,242,0.026938776,92309025,Education
Medical College of Wisconsin,2005,90,537,459,0.058362369,84030609,Education
Medical College of Wisconsin,2013,36,607,79,0.022064618,88920052,Education
Medical College of Wisconsin,2015,22,630,47,0.022113943,86379957,Education
Medical College of Wisconsin,2001,69,442,262,0.02531063,69954878,Education
Medical College of Wisconsin,2012,45,582,82,0.015396763,95679038,Education
Medical College of Wisconsin,2006,65,505,215,0.027442827,86516235,Education
Medical College of Wisconsin,2011,51,612,134,0.030540652,92883359,Education
Medical College of Wisconsin,2004,100,527,402,0.046754426,87260601,Education
Medical College of Wisconsin,2014,23,621,38,0.011529593,79543607,Education
Medical College of Wisconsin,2010,62,559,428,0.071729958,92118614,Education
Medical College of Wisconsin,2003,106,504,413,0.04850214,94291783,Education
Medical University of South Carolina,2002,100,469,532,0.043577982,72592631,Education
Medical University of South Carolina,2000,92,461,537,0.034381139,45763433,Education
Medical University of South Carolina,2013,42,776,81,0.013411842,78132255,Education
Medical University of South Carolina,2005,115,546,549,0.050513347,85011365,Education
Medical University of South Carolina,2008,116,621,434,0.058064516,93011542,Education
Medical University of South Carolina,2001,115,457,690,0.070986184,58657217,Education
Medical University of South Carolina,2015,44,813,120,0.028928136,96072237,Education
Medical University of South Carolina,2014,45,776,98,0.021759403,92598743,Education
Medical University of South Carolina,2006,133,552,571,0.06262386,78613166,Education
Medical University of South Carolina,2010,93,725,289,0.046840959,98397491,Education
Medical University of South Carolina,2012,55,742,185,0.026412571,90058145,Education
Medical University of South Carolina,2003,134,516,1094,0.077232143,88616833,Education
