Term,Log Likelihood,% Frequency in Patent-Cited Corpus,% Frequency in Non-Patent-Cited Corpus,Corpus,Rank,Year,Term Type
right,3227.596313070325,0.00015677188336894052,0.00046177029421303015,Non-Patent-Cited,28,1985-1990,Abstract
pressure,3182.5124283209298,0.0006386724039358469,0.0011497542689080657,Non-Patent-Cited,29,1985-1990,Abstract
mortality,2943.338813072625,0.00014044774772063913,0.0004169433305936954,Non-Patent-Cited,30,1985-1990,Abstract
gene,82711.84558160519,0.004798456351300621,0.001524532730472401,Patent-Cited,1,1990-1995,Abstract
protein,78871.88229023301,0.006720024623738077,0.002721679059789636,Patent-Cited,2,1990-1995,Abstract
sequence,65052.50440745818,0.0031441101171739887,0.0008648372703186134,Patent-Cited,3,1990-1995,Abstract
cell,62508.50483002621,0.012992218875931903,0.007569980198884188,Patent-Cited,4,1990-1995,Abstract
human,40369.74046377212,0.0036728451925193487,0.0015404021592861593,Patent-Cited,5,1990-1995,Abstract
expression,32310.89378757222,0.002639189732866859,0.0010442304450509717,Patent-Cited,6,1990-1995,Abstract
amino,32133.471876710173,0.001608062545208154,0.00045543481421567335,Patent-Cited,7,1990-1995,Abstract
peptide,31838.10205864723,0.0017047893382606907,0.0005098043415503705,Patent-Cited,8,1990-1995,Abstract
acid,26852.277754426177,0.0033994248099656977,0.0016620367135041603,Patent-Cited,9,1990-1995,Abstract
binding,26462.29890249572,0.002604976503789676,0.0011369390889805736,Patent-Cited,10,1990-1995,Abstract
cdna,24842.508036231917,0.0008592046920813461,0.00016922589519337793,Patent-Cited,11,1990-1995,Abstract
receptor,24352.15467833826,0.0030695260933573405,0.0014980384945404081,Patent-Cited,12,1990-1995,Abstract
dna,23997.539005498482,0.0024397009168411377,0.0010816121428226225,Patent-Cited,13,1990-1995,Abstract
residue,21541.69513880005,0.0011101152981742044,0.00032203163393130265,Patent-Cited,14,1990-1995,Abstract
domain,20598.50297834482,0.000804479836990071,0.00018113008498693402,Patent-Cited,15,1990-1995,Abstract
mutant,17170.96947461138,0.0010903376866099209,0.00036919933825922213,Patent-Cited,16,1990-1995,Abstract
recombinant,16069.587236426967,0.0007108114374784027,0.00018074881200422227,Patent-Cited,17,1990-1995,Abstract
expressed,15892.766053988315,0.001132584296054452,0.00041339311332198983,Patent-Cited,18,1990-1995,Abstract
promoter,14573.263469855165,0.0006510300383995582,0.00016705687555839546,Patent-Cited,19,1990-1995,Abstract
beta,14065.940906970543,0.0014718620861881397,0.0006615509886696515,Patent-Cited,20,1990-1995,Abstract
virus,13366.745309098966,0.001227476052982468,0.0005172942374774193,Patent-Cited,21,1990-1995,Abstract
rna,12779.316144082935,0.0008649136933576341,0.000305526750146358,Patent-Cited,22,1990-1995,Abstract
purified,12165.058603142359,0.000845421531857165,0.0003037474762270364,Patent-Cited,23,1990-1995,Abstract
encoding,11912.544739949604,0.0004709518267132162,0.0001073749446645811,Patent-Cited,24,1990-1995,Abstract
coli,11732.870564273107,0.0007342183427111835,0.0002461413649057639,Patent-Cited,25,1990-1995,Abstract
region,11679.494659074498,0.001374564393007974,0.0006515701092555525,Patent-Cited,26,1990-1995,Abstract
alpha,10961.984919475628,0.0016628689574605187,0.0008724373117740011,Patent-Cited,27,1990-1995,Abstract
cloned,10713.467973492108,0.0004340472113200687,0.00010144403160017594,Patent-Cited,28,1990-1995,Abstract
antibody,10536.65601783038,0.0011893480801729729,0.0005534897526361892,Patent-Cited,29,1990-1995,Abstract
antibodies,10488.965791434457,0.0013401472710280664,0.0006577128406436864,Patent-Cited,30,1990-1995,Abstract
patient,76332.68215742236,0.005026734845191051,0.010585705455674084,Non-Patent-Cited,1,1990-1995,Abstract
case,45239.80737107788,0.0009271418072691734,0.00310851015531604,Non-Patent-Cited,2,1990-1995,Abstract
year,29827.15130087202,0.0006475638590532404,0.002112472615279835,Non-Patent-Cited,3,1990-1995,Abstract
health,25978.896828343415,9.550343563618949e-05,0.0009058791887242972,Non-Patent-Cited,4,1990-1995,Abstract
children,22525.011180414753,0.00023423216664998823,0.0011245604261418652,Non-Patent-Cited,5,1990-1995,Abstract
care,21100.032434188943,0.00010732922399421466,0.0008096458878878486,Non-Patent-Cited,6,1990-1995,Abstract
age,19619.022972411574,0.0005027183409577045,0.001519847309151521,Non-Patent-Cited,7,1990-1995,Abstract
group,18181.254302998357,0.002518689027356637,0.0043045380838839875,Non-Patent-Cited,8,1990-1995,Abstract
diagnosis,15446.974558115291,0.00024964647009596586,0.0009417866309627959,Non-Patent-Cited,9,1990-1995,Abstract
hospital,12631.783666846437,0.00010027452955994448,0.0005660124519350333,Non-Patent-Cited,10,1990-1995,Abstract
medical,11474.320155314985,0.0001233144275678211,0.0005808905709937411,Non-Patent-Cited,11,1990-1995,Abstract
surgery,10720.04962966581,0.00022146847093943003,0.0007396865319267151,Non-Patent-Cited,12,1990-1995,Abstract
women,10556.271765112782,0.0003539580791298569,0.0009537077662222504,Non-Patent-Cited,13,1990-1995,Abstract
author,9798.410992650917,0.00012164250576547961,0.0005282494811806706,Non-Patent-Cited,14,1990-1995,Abstract
risk,9341.071227600993,0.0004153706214304979,0.001002358198816271,Non-Patent-Cited,15,1990-1995,Abstract
surgical,8880.613285422205,0.00015573339910102804,0.000563631613976322,Non-Patent-Cited,16,1990-1995,Abstract
social,8302.36709432333,2.32437909106012e-05,0.0002700344718223676,Non-Patent-Cited,17,1990-1995,Abstract
study,8070.361226475041,0.00208142030817352,0.0031158136511182074,Non-Patent-Cited,18,1990-1995,Abstract
months,7939.424608791278,0.00050010851180283,0.0010685048249502872,Non-Patent-Cited,19,1990-1995,Abstract
nursing,7703.53460971302,1.5781310670881866e-05,0.0002339152112601401,Non-Patent-Cited,20,1990-1995,Abstract
period,7694.1313540857645,0.00048689625170627774,0.0010387062231681256,Non-Patent-Cited,21,1990-1995,Abstract
clinical,7470.734570297354,0.001034063245457939,0.0017676154387835216,Non-Patent-Cited,22,1990-1995,Abstract
left,7329.33347979015,0.000259596443748925,0.000684079985581442,Non-Patent-Cited,23,1990-1995,Abstract
management,6877.447317325502,0.00010724766683312484,0.0004121306761125664,Non-Patent-Cited,24,1990-1995,Abstract
mean,6846.682701337868,0.0007800942458242122,0.0014003563563696549,Non-Patent-Cited,25,1990-1995,Abstract
services,6745.315984240594,1.0153866555683681e-05,0.0001934324932291002,Non-Patent-Cited,26,1990-1995,Abstract
symptoms,6516.740693525739,0.00023321270213636536,0.0006120109191159699,Non-Patent-Cited,27,1990-1995,Abstract
students,6426.3852017814825,6.565351467731216e-06,0.00017377575278707162,Non-Patent-Cited,28,1990-1995,Abstract
mortality,6359.095655496268,0.00016160551469949572,0.0004903848376309181,Non-Patent-Cited,29,1990-1995,Abstract
education,6329.2695224887575,1.386471738527089e-05,0.00019485591236455743,Non-Patent-Cited,30,1990-1995,Abstract
cell,112420.77079132671,0.01286161119954745,0.007005792698736568,Patent-Cited,1,1995-2000,Abstract
protein,99731.26838565143,0.006390071473999159,0.002727230100628835,Patent-Cited,2,1995-2000,Abstract
gene,82961.0985546062,0.004696322383586485,0.0018760062442887034,Patent-Cited,3,1995-2000,Abstract
human,48917.528971650245,0.0033381556383696737,0.00147023749221026,Patent-Cited,4,1995-2000,Abstract
expression,43888.424544263384,0.00342020751138871,0.001602554260355608,Patent-Cited,5,1995-2000,Abstract
peptide,40401.993871390056,0.001462555403584062,0.0004333722956070753,Patent-Cited,6,1995-2000,Abstract
sequence,39042.00898494122,0.0021868296477372227,0.0008683801095127031,Patent-Cited,7,1995-2000,Abstract
receptor,36433.061776262504,0.0031584002256386714,0.0015491228788796297,Patent-Cited,8,1995-2000,Abstract
binding,33777.28611335647,0.0021745470686205678,0.0009303362128958308,Patent-Cited,9,1995-2000,Abstract
domain,27801.673987749724,0.0009783352813026304,0.00028334520074311544,Patent-Cited,10,1995-2000,Abstract
acid,27266.316097824892,0.0026720843717153056,0.0013760316382136328,Patent-Cited,11,1995-2000,Abstract
dna,22569.592511650415,0.0020148204836067892,0.001000176182036471,Patent-Cited,12,1995-2000,Abstract
amino,22399.111532843315,0.0010948473492947439,0.0004010090600504108,Patent-Cited,13,1995-2000,Abstract
mice,22366.95703389695,0.001690592228825457,0.0007813238069354628,Patent-Cited,14,1995-2000,Abstract
recombinant,21058.47461270923,0.0006820147440822508,0.0001841059557378815,Patent-Cited,15,1995-2000,Abstract
expressed,20974.44413877697,0.0012507803947541343,0.0005141068192915431,Patent-Cited,16,1995-2000,Abstract
mutant,20409.642681784746,0.0011483548267856576,0.000457164080162346,Patent-Cited,17,1995-2000,Abstract
vivo,18793.367700824063,0.0011441898917504204,0.00047552861420037894,Patent-Cited,18,1995-2000,Abstract
residue,18685.149680494153,0.0009058335777911445,0.0003300742949874742,Patent-Cited,19,1995-2000,Abstract
cdna,17991.23232237457,0.0006026687524236872,0.0001675104516962421,Patent-Cited,20,1995-2000,Abstract
novel,16455.306811042195,0.0006991519926985771,0.00023345187925992436,Patent-Cited,21,1995-2000,Abstract
vitro,16183.163071075309,0.0013120341208456166,0.0006255290067247706,Patent-Cited,22,1995-2000,Abstract
activity,14831.047538475468,0.003308974564874381,0.002175820112960509,Patent-Cited,23,1995-2000,Abstract
inhibitor,14823.15951077555,0.0012130041687020466,0.000580642373910618,Patent-Cited,24,1995-2000,Abstract
kinase,13735.3356124766,0.0008792522726617962,0.0003750810883296838,Patent-Cited,25,1995-2000,Abstract
growth,12973.629778312752,0.0017609451441977441,0.0010142816929133752,Patent-Cited,26,1995-2000,Abstract
activation,12655.082833743094,0.0013488288016983172,0.0007165839846523497,Patent-Cited,27,1995-2000,Abstract
promoter,12189.991042599115,0.0005948959755744864,0.00021767747216000724,Patent-Cited,28,1995-2000,Abstract
virus,11874.782502819518,0.0009663445129209283,0.00046146315683282695,Patent-Cited,29,1995-2000,Abstract
transcription,11805.092848279011,0.0007231335294619811,0.0003015094672343869,Patent-Cited,30,1995-2000,Abstract
patient,109589.82992354623,0.005374172192633498,0.010946403811684206,Non-Patent-Cited,1,1995-2000,Abstract
case,55157.27381056223,0.0009143226173534114,0.002805327768280942,Non-Patent-Cited,2,1995-2000,Abstract
health,45074.32353132611,0.0001533863335907104,0.0011534409355730758,Non-Patent-Cited,3,1995-2000,Abstract
year,42802.678483422154,0.0007623157526915694,0.0022653330307780247,Non-Patent-Cited,4,1995-2000,Abstract
care,40965.39697731348,0.00015267007087764413,0.001079762505119506,Non-Patent-Cited,5,1995-2000,Abstract
children,32492.60121367706,0.0002685189326539555,0.0011676933093176052,Non-Patent-Cited,6,1995-2000,Abstract
group,27992.760697226608,0.0025387003375931865,0.00436485788400728,Non-Patent-Cited,7,1995-2000,Abstract
age,27590.960896564764,0.0005690044049095724,0.0015874941408391403,Non-Patent-Cited,8,1995-2000,Abstract
women,21227.042882179594,0.00040580261932499084,0.0011692687473521292,Non-Patent-Cited,9,1995-2000,Abstract
diagnosis,20652.71123568493,0.00028127902024598794,0.0009455298441101395,Non-Patent-Cited,10,1995-2000,Abstract
hospital,19706.94305871537,0.00012038519229239775,0.0006227719901643534,Non-Patent-Cited,11,1995-2000,Abstract
medical,18874.35522678286,0.00015824100309038178,0.0006826920401554055,Non-Patent-Cited,12,1995-2000,Abstract
surgery,17681.704174597548,0.0002662109750229642,0.0008535536354674573,Non-Patent-Cited,13,1995-2000,Abstract
risk,15468.180293775466,0.0005841520348784923,0.0012952637366047046,Non-Patent-Cited,14,1995-2000,Abstract
study,13758.634545006804,0.0026070901625666995,0.003839349165720113,Non-Patent-Cited,15,1995-2000,Abstract
social,13694.309854380499,3.0666655418689246e-05,0.00031030121253721837,Non-Patent-Cited,16,1995-2000,Abstract
surgical,13291.435909816279,0.0001772617573595861,0.0006019107873766932,Non-Patent-Cited,17,1995-2000,Abstract
months,12416.123070139634,0.0005257898878879073,0.0011221257668444632,Non-Patent-Cited,18,1995-2000,Abstract
nursing,11588.243597814642,1.2892728835192885e-05,0.00022496721086212723,Non-Patent-Cited,19,1995-2000,Abstract
management,11513.435001560243,0.00013611644373122365,0.0004903484126607328,Non-Patent-Cited,20,1995-2000,Abstract
practice,11381.282340027781,6.555130236987986e-05,0.00035132268169887334,Non-Patent-Cited,21,1995-2000,Abstract
services,11284.831507504323,1.4961932228495446e-05,0.00022654264889665132,Non-Patent-Cited,22,1995-2000,Abstract
mean,10762.692766960416,0.0007718924504477517,0.0014091225125235308,Non-Patent-Cited,23,1995-2000,Abstract
education,10615.359331119162,1.8941169523308064e-05,0.00022731701674412927,Non-Patent-Cited,24,1995-2000,Abstract
students,10350.338138766298,8.17070057868191e-06,0.0001898870122543979,Non-Patent-Cited,25,1995-2000,Abstract
follow-up,9913.29898212778,0.00019678654835280003,0.0005579520608625357,Non-Patent-Cited,26,1995-2000,Abstract
period,9697.11423564226,0.00044769072391505165,0.0009292681193131026,Non-Patent-Cited,27,1995-2000,Abstract
symptoms,9649.076211940415,0.00027562850328735405,0.000675475732887098,Non-Patent-Cited,28,1995-2000,Abstract
prevalence,9544.923755846201,0.00011826293240183102,0.0004162360691891797,Non-Patent-Cited,29,1995-2000,Abstract
author,9259.241520066278,0.00011123294651432873,0.00039752440473676007,Non-Patent-Cited,30,1995-2000,Abstract
cell,162483.7440625062,0.011768290768353873,0.005980993178555586,Patent-Cited,1,2000-2005,Abstract
protein,92340.19102098414,0.005558276098260596,0.0026161025090167896,Patent-Cited,2,2000-2005,Abstract
gene,75860.51347498788,0.004492671378204916,0.002099348053743462,Patent-Cited,3,2000-2005,Abstract
expression,53042.42455530411,0.0037752135014295736,0.0019055813605458657,Patent-Cited,4,2000-2005,Abstract
peptide,47813.57288062528,0.0012278703212865033,0.00034236592932132803,Patent-Cited,5,2000-2005,Abstract
human,46556.29528760168,0.0028243775271519092,0.001333927923343825,Patent-Cited,6,2000-2005,Abstract
receptor,44439.792997101045,0.002700701844179303,0.001276497446750459,Patent-Cited,7,2000-2005,Abstract
mice,33238.933527340676,0.0018884341152936423,0.0008659908711006956,Patent-Cited,8,2000-2005,Abstract
binding,29893.83022922038,0.0015602665944360365,0.0006873432426852861,Patent-Cited,9,2000-2005,Abstract
vivo,27306.70421051205,0.0011025807666662534,0.00042332882081510555,Patent-Cited,10,2000-2005,Abstract
acid,24381.04569437531,0.002194048290594301,0.0012066142133648958,Patent-Cited,11,2000-2005,Abstract
novel,23723.52018105273,0.0009472609421468076,0.0003613047049880501,Patent-Cited,12,2000-2005,Abstract
inhibitor,21486.280497165862,0.0013069704607760854,0.0006179942695149454,Patent-Cited,13,2000-2005,Abstract
vitro,21181.90038506488,0.0011671969188371079,0.0005277042931423287,Patent-Cited,14,2000-2005,Abstract
dna,21168.734907970458,0.001686148582952257,0.0008882999799008311,Patent-Cited,15,2000-2005,Abstract
signaling,18698.31437240229,0.000680318400124501,0.0002450806392895821,Patent-Cited,16,2000-2005,Abstract
sequence,17775.104442682074,0.0014357941900171253,0.0007602772516923541,Patent-Cited,17,2000-2005,Abstract
expressed,17403.33430178871,0.0010573310742671251,0.0004996880869029464,Patent-Cited,18,2000-2005,Abstract
activation,17333.729372384594,0.0014390832195775134,0.0007695743780544518,Patent-Cited,19,2000-2005,Abstract
domain,17189.282734760025,0.0007753733972952206,0.0003169011900910928,Patent-Cited,20,2000-2005,Abstract
growth,16586.560371182844,0.0016621652245429673,0.000946848907785878,Patent-Cited,21,2000-2005,Abstract
activity,16355.363858351615,0.0029228645551682515,0.001941891082836507,Patent-Cited,22,2000-2005,Abstract
recombinant,15932.077904668859,0.000512986467645377,0.0001703091745890383,Patent-Cited,23,2000-2005,Abstract
potent,15058.005830771563,0.00042990272092426876,0.0001306191329927363,Patent-Cited,24,2000-2005,Abstract
kinase,14379.151854264339,0.000795536578513252,0.0003603510255384472,Patent-Cited,25,2000-2005,Abstract
mutant,14194.773462652258,0.0009147996503986294,0.00044343597863474426,Patent-Cited,26,2000-2005,Abstract
lines,13194.21759304377,0.0006319022506951855,0.0002665908543099456,Patent-Cited,27,2000-2005,Abstract
compounds,12656.90776451008,0.0007011761590136703,0.00031780493867945993,Patent-Cited,28,2000-2005,Abstract
rna,12441.719851272592,0.0006041804301147714,0.0002567245161297603,Patent-Cited,29,2000-2005,Abstract
virus,11970.603122450688,0.0008139020292883384,0.0004033714555791741,Patent-Cited,30,2000-2005,Abstract
patient,115886.39194332593,0.005500871296616555,0.010455342591666745,Non-Patent-Cited,1,2000-2005,Abstract
health,60026.43851599766,0.0002214068470527098,0.0013267928032732355,Non-Patent-Cited,2,2000-2005,Abstract
case,58216.47501212431,0.0009294674965126583,0.0025824940463190027,Non-Patent-Cited,3,2000-2005,Abstract
care,51679.03377138064,0.0001693952367375041,0.0010948439804886571,Non-Patent-Cited,4,2000-2005,Abstract
year,49200.13581126396,0.0008634826177545615,0.0023073300631348778,Non-Patent-Cited,5,2000-2005,Abstract
children,41490.50377164053,0.0003047357388342196,0.0012234708721180869,Non-Patent-Cited,6,2000-2005,Abstract
group,36352.57987122555,0.002568180510277206,0.004397845347525735,Non-Patent-Cited,7,2000-2005,Abstract
age,34346.757960876246,0.0005798702116249463,0.0015742301792131454,Non-Patent-Cited,8,2000-2005,Abstract
women,28397.098494541795,0.0004515776300147767,0.0012567897358207064,Non-Patent-Cited,9,2000-2005,Abstract
hospital,24918.16932812691,0.00011301187284513661,0.0005961445246381788,Non-Patent-Cited,10,2000-2005,Abstract
medical,22669.45878025194,0.00019010999434143915,0.0007123336387337817,Non-Patent-Cited,11,2000-2005,Abstract
surgery,21558.590365115473,0.00028943460131415324,0.0008665351174881653,Non-Patent-Cited,12,2000-2005,Abstract
diagnosis,20609.713495959364,0.0003288620985287435,0.0009139494633176386,Non-Patent-Cited,13,2000-2005,Abstract
risk,19652.41404935169,0.0007769259826777641,0.0015580975179478728,Non-Patent-Cited,14,2000-2005,Abstract
study,18623.466059125654,0.002944396462973525,0.004271345510584948,Non-Patent-Cited,15,2000-2005,Abstract
social,18096.69489292112,4.363582075148442e-05,0.00034653016314839004,Non-Patent-Cited,16,2000-2005,Abstract
students,16336.899766864723,8.988652214725256e-06,0.00022685587493853136,Non-Patent-Cited,17,2000-2005,Abstract
surgical,16008.41705566203,0.0001915400071937818,0.0006040385937995517,Non-Patent-Cited,18,2000-2005,Abstract
services,15309.794793528883,1.5444138805300665e-05,0.00023544897615720487,Non-Patent-Cited,19,2000-2005,Abstract
mean,14590.112444902305,0.0006991128547552902,0.0013252499396610507,Non-Patent-Cited,20,2000-2005,Abstract
months,14378.37402950599,0.0005469799160210653,0.0011099330867541024,Non-Patent-Cited,21,2000-2005,Abstract
education,14320.335685095592,2.4534934795193254e-05,0.0002487805161071516,Non-Patent-Cited,22,2000-2005,Abstract
practice,13985.493807962712,8.770064535867163e-05,0.0003836188068743092,Non-Patent-Cited,23,2000-2005,Abstract
management,13350.89129557302,0.00018810797634815943,0.0005513465559374589,Non-Patent-Cited,24,2000-2005,Abstract
nursing,12921.277789665977,1.2277681775113359e-05,0.00019639804958472052,Non-Patent-Cited,25,2000-2005,Abstract
follow-up,12713.762335557178,0.00021734152480104997,0.0005870221562904063,Non-Patent-Cited,26,2000-2005,Abstract
prevalence,12686.73307368339,0.0001480063302174647,0.00047222611322328086,Non-Patent-Cited,27,2000-2005,Abstract
period,12125.73618516438,0.0003963587051593168,0.0008439264235206152,Non-Patent-Cited,28,2000-2005,Abstract
symptoms,11831.038399052351,0.0003134179597234429,0.0007166027273694388,Non-Patent-Cited,29,2000-2005,Abstract
questionnaire,11520.127396074076,4.543355119442947e-05,0.000261068501057271,Non-Patent-Cited,30,2000-2005,Abstract
cell,215544.61018380814,0.01115573553920272,0.005263502085767242,Patent-Cited,1,2005-2010,Abstract
protein,74094.35287921852,0.004853810122358603,0.0025190036979364705,Patent-Cited,2,2005-2010,Abstract
gene,51794.82566321461,0.003961984484476349,0.0021727639201774493,Patent-Cited,3,2005-2010,Abstract
antivirals,51578.11538321785,0.0002833168665487048,2.0235042269007802e-06,Patent-Cited,4,2005-2010,Abstract
expression,48928.553500101785,0.0036743083285479664,0.0020023834639234578,Patent-Cited,5,2005-2010,Abstract
human,46725.428559088934,0.002538362485403769,0.0012228442144355742,Patent-Cited,6,2005-2010,Abstract
peptide,42160.73844300651,0.0010518632784988914,0.0003267259151971784,Patent-Cited,7,2005-2010,Abstract
receptor,40147.12428805485,0.002155132922860675,0.0010329814034710238,Patent-Cited,8,2005-2010,Abstract
vivo,35423.09241459473,0.001111101587993069,0.0004034650374353533,Patent-Cited,9,2005-2010,Abstract
mice,35373.05664876137,0.0018460112797720992,0.0008741363216593127,Patent-Cited,10,2005-2010,Abstract
novel,28634.84164906699,0.0011545836523988357,0.0004836735241871246,Patent-Cited,11,2005-2010,Abstract
inhibitor,28461.4915743358,0.0012541084455246945,0.0005493568914970077,Patent-Cited,12,2005-2010,Abstract
vitro,26814.0880250774,0.0011153131048514014,0.00047473929791195016,Patent-Cited,13,2005-2010,Abstract
acid,23968.341654426695,0.0018857805595790728,0.0010439811444414777,Patent-Cited,14,2005-2010,Abstract
signaling,23296.12837652619,0.0008647832664761189,0.0003466073693573333,Patent-Cited,15,2005-2010,Abstract
binding,22796.416406554396,0.0011865394601396923,0.0005612143461968571,Patent-Cited,16,2005-2010,Abstract
nanoparticles,19367.55680681273,0.0003278518101690547,7.225100386639845e-05,Patent-Cited,17,2005-2010,Abstract
tumor,18970.46963190398,0.0014417610760676786,0.0007889320900428573,Patent-Cited,18,2005-2010,Abstract
immune,17971.484513861134,0.0007359625709936136,0.00031078644331987865,Patent-Cited,19,2005-2010,Abstract
dna,17703.547761834634,0.0013864387383891435,0.0007663584650341095,Patent-Cited,20,2005-2010,Abstract
potent,17389.533260121436,0.00039357363903724427,0.00011334074281299786,Patent-Cited,21,2005-2010,Abstract
growth,17313.30402626547,0.0015476400876113725,0.0008924528858723661,Patent-Cited,22,2005-2010,Abstract
stem,17086.101969000672,0.0005577304386863732,0.0002075457172795603,Patent-Cited,23,2005-2010,Abstract
activation,16798.905172553248,0.0012793775466746898,0.00070057007155328,Patent-Cited,24,2005-2010,Abstract
lines,16750.841045466965,0.0005949321709349774,0.00023262596690156237,Patent-Cited,25,2005-2010,Abstract
predispensed,16357.247278631316,8.242012378017478e-05,7.001744729760485e-09,Patent-Cited,26,2005-2010,Abstract
target,16268.690715619145,0.0008385536439373811,0.00039493691235450507,Patent-Cited,27,2005-2010,Abstract
compounds,15969.031872536805,0.0007682508669074965,0.0003508084161951896,Patent-Cited,28,2005-2010,Abstract
inhibition,15531.091680918413,0.0008376854803744792,0.0004023237530444024,Patent-Cited,29,2005-2010,Abstract
activity,15260.261506214432,0.0025344465135881265,0.001712532237345563,Patent-Cited,30,2005-2010,Abstract
patient,123738.26917155768,0.005193299018583577,0.00982654612789688,Non-Patent-Cited,1,2005-2010,Abstract
health,71954.52217981976,0.00027847731647465595,0.0014930030339610175,Non-Patent-Cited,2,2005-2010,Abstract
case,67261.48692183504,0.0008735757314961466,0.002501173754982135,Non-Patent-Cited,3,2005-2010,Abstract
care,58908.89267478211,0.00019215969244400677,0.0011454854377888153,Non-Patent-Cited,4,2005-2010,Abstract
year,54797.38289234124,0.0008715992740231572,0.002293743566490616,Non-Patent-Cited,5,2005-2010,Abstract
group,50822.09501877453,0.0024664711537694256,0.004484610497666861,Non-Patent-Cited,6,2005-2010,Abstract
children,47683.2659381995,0.00030980509099979637,0.0012367531803412434,Non-Patent-Cited,7,2005-2010,Abstract
age,41758.169560525144,0.0005552921920841807,0.0015738941908239404,Non-Patent-Cited,8,2005-2010,Abstract
women,29716.90703225669,0.0004471781211551437,0.0012035964181734626,Non-Patent-Cited,9,2005-2010,Abstract
hospital,27033.610830460206,0.00011094022039976013,0.0005741185617338056,Non-Patent-Cited,10,2005-2010,Abstract
study,24157.025786977305,0.003181136010124191,0.004648150249319877,Non-Patent-Cited,11,2005-2010,Abstract
medical,24031.806916827198,0.00021074208700314076,0.0007223034871944565,Non-Patent-Cited,12,2005-2010,Abstract
surgery,23862.89793181319,0.00029140741209234363,0.0008569715444543049,Non-Patent-Cited,13,2005-2010,Abstract
social,22160.722155852796,5.2311472556130654e-05,0.0003855510735442611,Non-Patent-Cited,14,2005-2010,Abstract
students,21839.479020431732,1.084280875368951e-05,0.00026807930134070457,Non-Patent-Cited,15,2005-2010,Abstract
mean,19222.983450538173,0.0006318014150105554,0.001285173746019902,Non-Patent-Cited,16,2005-2010,Abstract
education,18689.94570845765,2.467801106461531e-05,0.00027607529382209104,Non-Patent-Cited,17,2005-2010,Abstract
among,17763.972082475564,0.0006859231009531623,0.001329284737817393,Non-Patent-Cited,18,2005-2010,Abstract
diagnosis,17651.874494564454,0.00037024405222990214,0.0008762718538018896,Non-Patent-Cited,19,2005-2010,Abstract
prevalence,17435.08514999423,0.00015883698888070885,0.0005344536778397125,Non-Patent-Cited,20,2005-2010,Abstract
risk,17371.977105937724,0.0010382682065351511,0.001789856005268673,Non-Patent-Cited,21,2005-2010,Abstract
participants,17223.838495911008,0.00015436687011002254,0.0005235239543165564,Non-Patent-Cited,22,2005-2010,Abstract
surgical,17160.462544751546,0.00019858779712251436,0.0005980715304543163,Non-Patent-Cited,23,2005-2010,Abstract
months,16797.466416894007,0.0005144330899322876,0.0010699051043034158,Non-Patent-Cited,24,2005-2010,Abstract
services,16354.140994519572,1.8268377951275852e-05,0.00023230738751635826,Non-Patent-Cited,25,2005-2010,Abstract
symptoms,15415.791175276765,0.00029742914233715247,0.0007260809284761623,Non-Patent-Cited,26,2005-2010,Abstract
follow-up,15388.905908360473,0.0002262212586140297,0.0006147636898900653,Non-Patent-Cited,27,2005-2010,Abstract
objective,15211.81682002503,0.0005329600697959173,0.0010631064101708184,Non-Patent-Cited,28,2005-2010,Abstract
questionnaire,14735.144030983472,4.6160441355144955e-05,0.00028233485361049693,Non-Patent-Cited,29,2005-2010,Abstract
nursing,14675.802944124727,1.0103946146964501e-05,0.00018953722983461633,Non-Patent-Cited,30,2005-2010,Abstract
cell,198545.83448542218,0.01089954541860172,0.005143226823033782,Patent-Cited,1,2010-2015,Abstract
protein,46706.22876674152,0.004119080236715729,0.0023185281678589184,Patent-Cited,2,2010-2015,Abstract
human,42241.05562272694,0.002468460343276277,0.0011959898657482434,Patent-Cited,3,2010-2015,Abstract
vivo,35585.38678233456,0.001185972306225863,0.00043319614139059975,Patent-Cited,4,2010-2015,Abstract
peptide,34716.164756515886,0.0009419473694334082,0.0003006401062223625,Patent-Cited,5,2010-2015,Abstract
inhibitor,32493.46704319876,0.00127071209203617,0.0005087940093200901,Patent-Cited,6,2010-2015,Abstract
novel,30482.66398941345,0.0014280523954751305,0.0006269770932935732,Patent-Cited,7,2010-2015,Abstract
expression,29709.013784887997,0.00340032015182634,0.00206710260747597,Patent-Cited,8,2010-2015,Abstract
gene,29274.03268690061,0.003410151249297397,0.002083020051463487,Patent-Cited,9,2010-2015,Abstract
receptor,28706.301113349444,0.001739377606042278,0.0008553269440056503,Patent-Cited,10,2010-2015,Abstract
mice,28446.98601001558,0.0017857547397644384,0.0008906504580148711,Patent-Cited,11,2010-2015,Abstract
vitro,25618.863877857322,0.0011371160261849143,0.0004862566388418258,Patent-Cited,12,2010-2015,Abstract
applications,25099.96297827454,0.0006655011829374891,0.0002089367282118678,Patent-Cited,13,2010-2015,Abstract
therapeutic,23131.41941238613,0.001072871941406659,0.00046877589545219676,Patent-Cited,14,2010-2015,Abstract
acid,22197.954156303764,0.00176696879481431,0.0009615372703025088,Patent-Cited,15,2010-2015,Abstract
nanoparticles,21559.038269257744,0.0005501140193587132,0.00016793596900550417,Patent-Cited,16,2010-2015,Abstract
stem,20306.619234470003,0.0007341478896266961,0.0002813562791614256,Patent-Cited,17,2010-2015,Abstract
